Deck,Category,Name,Quantity,Cost
Battlemage 1st Deck,Site,Rustic Village,1,
Battlemage 1st Deck,Site,Simple Village,1,
Battlemage 1st Deck,Magic,Dream-Quest,1,1
Battlemage 1st Deck,Magic,Telekinesis,1,1
Battlemage 1st Deck,Magic,Divine Healing,2,1
Battlemage 1st Deck,Magic,Overpower,2,1
Battlemage 1st Deck,Magic,Blink,2,2
Battlemage 1st Deck,Magic,Disenchant,2,2
Battlemage 1st Deck,Magic,Teleport,1,2
Battlemage 1st Deck,Magic,Shield Wall,1,3
Battlemage 1st Deck,Magic,Chaos Twister,1,4
Battlemage 1st Deck,Magic,Whirling Blades,1,5
Battlemage 1st Deck,Aura,Crusade,1,2
Battlemage 1st Deck,Aura,Entangle Terrain,1,4
Battlemage 1st Deck,Sideboard,Divine Healing,1,1
Battlemage 1st Deck,Sideboard,Master Tracker,1,2
Battlemage 1st Deck,Sideboard,Mortality,1,2
Battlemage 1st Deck,Sideboard,Iron Shackles,1,3
Battlemage 1st Deck,Sideboard,Belmotte Longbowmen,1,3
Battlemage 1st Deck,Sideboard,Bury,2,3
Battlemage 1st Deck,Sideboard,Skirmishers of Mu,1,4
Battlemage 1st Deck,Sideboard,Chaos Twister,1,4
Battlemage 1st Deck,Sideboard,Conqueror Worm,1,8
Geo Destiny (ft. Avatar of Earth),Avatar,Avatar of Earth,1,
Geo Destiny (ft. Avatar of Earth),Artifact,Philosophers Stone,1,1
Geo Destiny (ft. Avatar of Earth),Minion,Bosk Troll,3,2
Geo Destiny (ft. Avatar of Earth),Minion,Root Spider,3,3
Geo Destiny (ft. Avatar of Earth),Minion,Autumn Unicorn,3,3
Geo Destiny (ft. Avatar of Earth),Minion,Phantasmal Shade,3,3
Geo Destiny (ft. Avatar of Earth),Minion,Gyre Hippogriffs,3,4
Geo Destiny (ft. Avatar of Earth),Minion,Royal Bodyguard,2,4
Geo Destiny (ft. Avatar of Earth),Minion,Pudge Butcher,2,4
Geo Destiny (ft. Avatar of Earth),Minion,Daperyll Vampire,3,5
Geo Destiny (ft. Avatar of Earth),Site,Rift Valley,2,
Geo Destiny (ft. Avatar of Earth),Site,Quagmire,3,
Geo Destiny (ft. Avatar of Earth),Site,Windmill,3,
Geo Destiny (ft. Avatar of Earth),Site,Rustic Village,2,
Geo Destiny (ft. Avatar of Earth),Site,Dark Tower,2,
Geo Destiny (ft. Avatar of Earth),Site,Gothic Tower,2,
Geo Destiny (ft. Avatar of Earth),Site,Lone Tower,1,
Geo Destiny (ft. Avatar of Earth),Site,Observatory,2,
Geo Destiny (ft. Avatar of Earth),Site,Holy Ground,3,
Geo Destiny (ft. Avatar of Earth),Magic,Overpower,3,1
Geo Destiny (ft. Avatar of Earth),Magic,Blink,3,2
Geo Destiny (ft. Avatar of Earth),Magic,Lightning Bolt,3,2
Geo Destiny (ft. Avatar of Earth),Magic,Grapple Shot,3,3
Geo Destiny (ft. Avatar of Earth),Magic,Bury,3,3
Geo Destiny (ft. Avatar of Earth),Magic,Earthquake,2,5
Geo Destiny (ft. Avatar of Earth),Sideboard,Divine Healing,3,1
Geo Destiny (ft. Avatar of Earth),Sideboard,Onyx Core,1,1
Geo Destiny (ft. Avatar of Earth),Sideboard,Amethyst Core,1,1
Geo Destiny (ft. Avatar of Earth),Sideboard,Common Sense,2,2
Geo Destiny (ft. Avatar of Earth),Sideboard,Angels Egg,2,3
Geo Destiny (ft. Avatar of Earth),Sideboard,Crown of the Victor,1,
Fire Aggro,Avatar,Sorcerer,1,
Fire Aggro,Artifact,Mix Ignis,2,1
Fire Aggro,Artifact,Ruby Core,1,1
Fire Aggro,Minion,Wills-o-the-Wisp,3,1
Fire Aggro,Minion,Vile Imp,4,2
Fire Aggro,Minion,Sirocco Scorpions,3,2
Fire Aggro,Minion,Seasoned Sellsword,2,2
Fire Aggro,Minion,Colicky Dragonettes,3,3
Fire Aggro,Minion,Aramos Mercenaries,4,3
Fire Aggro,Minion,Petrosian Cavalry,4,4
Fire Aggro,Minion,Panorama Manticore,2,5
Fire Aggro,Site,Arid Desert,4,
Fire Aggro,Site,Red Desert,3,
Fire Aggro,Site,Remote Desert,3,
Fire Aggro,Site,River of Flame,1,
Fire Aggro,Site,Shifting Sands,2,
Fire Aggro,Site,Vesuvius,1,
Fire Aggro,Site,Mirror Realm,1,
Fire Aggro,Site,Smokestacks of Gnaak,1,
Fire Aggro,Site,Floodplain,2,
Fire Aggro,Site,Pillar of Zeiros,1,
Fire Aggro,Site,Donnybrook Inn,1,
Fire Aggro,Magic,Firebolts,4,2
Fire Aggro,Magic,Warp Spasm,1,3
Fire Aggro,Magic,Minor Explosion,3,3
Fire Aggro,Magic,Infiltrate,2,4
Fire Aggro,Magic,Fireball,1,4
Fire Aggro,Aura,Jihad,1,2
Fire Aggro,Sideboard,Pit Vipers,3,1
Fire Aggro,Sideboard,Scorched Earth,1,3
Fire Aggro,Sideboard,Boil,3,3
Fire Aggro,Sideboard,Bane Widow,2,4
Fire Aggro,Sideboard,Chains of Prometheus,1,4
Flat Earth Denier,Avatar,Avatar of Air,1,
Flat Earth Denier,Artifact,Magellan Globe,1,2
Flat Earth Denier,Artifact,Rolling Boulder,1,4
Flat Earth Denier,Minion,Sacred Scarabs,1,2
Flat Earth Denier,Minion,Highland Falconer,2,2
Flat Earth Denier,Minion,Palliburrie Bats,2,2
Flat Earth Denier,Minion,Kite Archer,2,3
Flat Earth Denier,Minion,Phase Assassin,3,3
Flat Earth Denier,Minion,Headless Haunt,2,3
Flat Earth Denier,Minion,Clamor of Harpies,1,4
Flat Earth Denier,Minion,Hillock Basilisk,1,4
Flat Earth Denier,Minion,Skirmishers of Mu,2,4
Flat Earth Denier,Minion,Hounds of Ondaros,2,5
Flat Earth Denier,Minion,Grandmaster Wizard,2,6
Flat Earth Denier,Minion,Nightmare,2,7
Flat Earth Denier,Minion,Ultimate Horror,1,8
Flat Earth Denier,Site,Ruins,3,
Flat Earth Denier,Site,River of Flame,1,
Flat Earth Denier,Site,Mirage,1,
Flat Earth Denier,Site,Dark Tower,2,
Flat Earth Denier,Site,Gothic Tower,2,
Flat Earth Denier,Site,Lone Tower,2,
Flat Earth Denier,Site,Updraft Ridge,3,
Flat Earth Denier,Site,Bottomless Pit,2,
Flat Earth Denier,Site,Cloud City,1,
Flat Earth Denier,Site,Mirror Realm,1,
Flat Earth Denier,Site,Observatory,2,
Flat Earth Denier,Magic,Browse,1,1
Flat Earth Denier,Magic,Blink,3,2
Flat Earth Denier,Magic,Windblast,3,2
Flat Earth Denier,Magic,Infiltrate,2,4
Flat Earth Denier,Magic,Poison Nova,2,5
Flat Earth Denier,Aura,Wall of Fire,3,2
Flat Earth Denier,Aura,Thunderstorm,1,4
Flat Earth Denier,Sideboard,Lighthouse,3,
Flat Earth Denier,Sideboard,Mudflow,2,
Flat Earth Denier,Sideboard,Telekinesis,2,1
Flat Earth Denier,Sideboard,Rain of Arrows,1,2
Flat Earth Denier,Sideboard,Wildfire,1,4
Flat Earth Denier,Sideboard,Purge Juggernaut,1,6
Tdeck,Avatar,Pathfinder,1,
Tdeck,Artifact,Philosophers Stone,1,1
Tdeck,Artifact,Amethyst Core,1,1
Tdeck,Artifact,Onyx Core,1,1
Tdeck,Minion,Grim Reaper,1,2
Tdeck,Minion,Root Spider,3,3
Tdeck,Minion,Apprentice Wizard,2,3
Tdeck,Minion,Pudge Butcher,2,4
Tdeck,Minion,Skirmishers of Mu,2,4
Tdeck,Minion,Daperyll Vampire,3,5
Tdeck,Minion,Atlas Wanderers,1,5
Tdeck,Minion,Sky Baron,1,6
Tdeck,Minion,Highland Clansmen,4,7
Tdeck,Site,Bedrock,1,
Tdeck,Site,Dark Tower,1,
Tdeck,Site,Cloud City,1,
Tdeck,Site,Gnome Hollows,1,
Tdeck,Site,Holy Ground,1,
Tdeck,Site,Humble Village,1,
Tdeck,Site,Lone Tower,1,
Tdeck,Site,Observatory,1,
Tdeck,Site,Updraft Ridge,1,
Tdeck,Site,Windmill,1,
Tdeck,Site,Watchtower,1,
Tdeck,Site,Gothic Tower,1,
Tdeck,Site,Rustic Village,1,
Tdeck,Site,Simple Village,1,
Tdeck,Site,Mountain Pass,1,
Tdeck,Site,Pillar of Zeiros,1,
Tdeck,Site,Aqueduct,1,
Tdeck,Site,Lighthouse,1,
Tdeck,Site,Vantage Hills,1,
Tdeck,Site,Crossroads,1,
Tdeck,Magic,Divine Healing,2,1
Tdeck,Magic,Blink,3,2
Tdeck,Magic,Common Sense,3,2
Tdeck,Magic,Lightning Bolt,1,2
Tdeck,Magic,Disenchant,1,2
Tdeck,Magic,Grapple Shot,2,3
Tdeck,Magic,Bury,2,3
Tdeck,Magic,Chaos Twister,2,4
Tdeck,Magic,Earthquake,2,5
Tdeck,Magic,Craterize,2,8
Tdeck,Sideboard,Lightning Bolt,3,2
Tdeck,Sideboard,Chain Lightning,2,2
Tdeck,Sideboard,Shield Maidens,2,3
Tdeck,Sideboard,Drown,1,3
Tdeck,Sideboard,Hounds of Ondaros,2,
Elements Assemble!,Avatar,Elementalist,1,
Elements Assemble!,Artifact,Amethyst Core,1,1
Elements Assemble!,Artifact,Aquamarine Core,1,1
Elements Assemble!,Artifact,Onyx Core,1,1
Elements Assemble!,Artifact,Ruby Core,1,1
Elements Assemble!,Artifact,Philosophers Stone,1,1
Elements Assemble!,Minion,Autumn Unicorn,3,3
Elements Assemble!,Minion,Accursed Albatross,3,3
Elements Assemble!,Minion,Sea Raider,3,3
Elements Assemble!,Minion,Petrosian Cavalry,3,4
Elements Assemble!,Minion,Captain Baldassare,1,4
Elements Assemble!,Minion,Skirmishers of Mu,2,4
Elements Assemble!,Minion,Mother Nature,1,6
Elements Assemble!,Minion,Silver Valkyries,2,6
Elements Assemble!,Minion,Karkemish Chimera,1,6
Elements Assemble!,Minion,Wraetannis Titan,2,7
Elements Assemble!,Minion,Ancient Dragon,1,7
Elements Assemble!,Minion,Conqueror Worm,1,8
Elements Assemble!,Site,Dark Tower,1,
Elements Assemble!,Site,Crossroads,2,
Elements Assemble!,Site,Lone Tower,1,
Elements Assemble!,Site,Mirage,2,
Elements Assemble!,Site,Mountain Pass,1,
Elements Assemble!,Site,Spring River,2,
Elements Assemble!,Site,Summer River,1,
Elements Assemble!,Site,The Colour Out of Space,1,
Elements Assemble!,Site,Observatory,1,
Elements Assemble!,Site,Mirror Realm,1,
Elements Assemble!,Site,Pristine Paradise,1,
Elements Assemble!,Site,Winter River,1,
Elements Assemble!,Site,Arid Desert,3,
Elements Assemble!,Site,Humble Village,2,
Elements Assemble!,Magic,Immolation,1,1
Elements Assemble!,Magic,Disenchant,1,2
Elements Assemble!,Magic,Dispel,1,2
Elements Assemble!,Magic,Disintegrate,2,3
Elements Assemble!,Magic,Fireball,2,4
Elements Assemble!,Magic,Whirling Blades,2,5
Elements Assemble!,Magic,Major Explosion,1,7
Elements Assemble!,Aura,Abundance,2,5
Elements Assemble!,Sideboard,Free City,1,
Elements Assemble!,Sideboard,Dome of Osiros,1,
Elements Assemble!,Sideboard,Pillar of Zeiros,1,
Elements Assemble!,Sideboard,Dream-Quest,1,1
Elements Assemble!,Sideboard,Spectral Stalker,1,2
Elements Assemble!,Sideboard,Swan Maidens,2,2
Elements Assemble!,Sideboard,Angels Egg,1,3
Elements Assemble!,Sideboard,Land Deed,1,4
Elements Assemble!,Sideboard,Atlantean Fate,1,5
Frog Takeover,Avatar,Avatar of Water,1,
Frog Takeover,Artifact,Mix Aqua,2,1
Frog Takeover,Artifact,Aquamarine Core,1,1
Frog Takeover,Artifact,Philosophers Stone,1,1
Frog Takeover,Artifact,Land Deed,2,4
Frog Takeover,Artifact,Payload Trebuchet,2,5
Frog Takeover,Minion,Fenvale Muse,1,1
Frog Takeover,Minion,Porcupine Pufferfish,2,1
Frog Takeover,Minion,Adept Illusionist,2,2
Frog Takeover,Minion,Tide Naiads,3,2
Frog Takeover,Minion,Guile Sirens,1,3
Frog Takeover,Minion,Brobdingnag Bullfrog,1,3
Frog Takeover,Minion,Captain Baldassare,1,4
Frog Takeover,Minion,Lord of Unland,1,4
Frog Takeover,Minion,Selfsame Simulacrum,2,4
Frog Takeover,Minion,Anui Undine,3,5
Frog Takeover,Minion,Unland Angler,1,5
Frog Takeover,Minion,Diluvian Kraken,1,8
Frog Takeover,Minion,Great Old One,1,8
Frog Takeover,Site,Tadpole Pool,1,
Frog Takeover,Site,Donnybrook Inn,1,
Frog Takeover,Site,Floodplain,3,
Frog Takeover,Site,Maelstrom,1,
Frog Takeover,Site,Mirror Realm,1,
Frog Takeover,Site,Undertow,2,
Frog Takeover,Site,Spring River,3,
Frog Takeover,Site,Summer River,3,
Frog Takeover,Site,Winter River,3,
Frog Takeover,Site,Free City,2,
Frog Takeover,Magic,Plague of Frogs,1,1
Frog Takeover,Magic,Pollimorph,2,2
Frog Takeover,Magic,Geyser,1,2
Frog Takeover,Magic,Fire Harpoons!,1,2
Frog Takeover,Magic,Riptide,2,2
Frog Takeover,Magic,Drown,2,3
Frog Takeover,Magic,Ice Lance,1,3
Frog Takeover,Magic,Wrath of the Sea,1,7
Frog Takeover,Aura,Flood,2,4
Frog Takeover,Aura,Abundance,2,5
Frog Takeover,Aura,Atlantean Fate,1,5
Frog Takeover,Sideboard,Iceberg,2,
Frog Takeover,Sideboard,Dodge Roll,2,
Frog Takeover,Sideboard,Shrink,2,1
Frog Takeover,Sideboard,Gilded Aegis,1,2
Frog Takeover,Sideboard,Brobdingnag Bullfrog,1,3
Frog Takeover,Sideboard,Maddening Bells,2,4
